ข่มจุดด้อย,neg
เลอะเทอะ,neg
ย้อนแย้ง,neg
ละเมิดทำร้ายอื่น,neg
เลื่อนหาย,neg
เหยียด,neg
ไม่ระวังจึงเกิดอุบัติเหตุ,neg
แทงใจดำ,neg
มั่วแม่ง,neg
เซ็งเบื่อ,neg
ลีลาน่ารำคาญจริง,neg
เกียจคร้าน,neg
ทำงานแสนเข็ญ,neg
เลือดไหล,neg
รับความเสียหาย,neg
โกง,neg
เสียวตกบันได,neg
โดนแบน,neg
วิบัติ,neg
อาบัติ,neg
ล่วงละเมิด,neg
ไร้สาระ,neg
บรรลัย,neg
หล่นหาย,neg
มลทิน,neg
มลพิษ,neg
ยาพิษ,neg
เซ็ง,neg
พูดจาหมาไม่แดก,neg
ซกมก,neg
อัปมงคล,neg
อัปยศ,neg
ล้อเลียน,neg
ขัดข้อง,neg
ปัญหา,neg
หนี้สิน,neg
เหินห่าง,neg
อู้งาน,neg
ขัดขืน,neg
ข่มขืน,neg
กระทืบ,neg
กระทำชำเรา,neg
กระทำอนาจาร,neg
แก่งแย่งชิง,neg
ข่มขวัญ,neg
ขัดขวาง,neg
ขี้โม้,neg
คดโกง,neg
คลื่นไส้,neg
คลาดเคลื่อน,neg
คว่ำบาตร,neg
คัดค้าน,neg
เคร่งเครียด,neg
ถูก,neg
หมิ่น,neg
ทุบตี,neg
ดำ,neg
เนรคุณ,neg
แตกสลาย,neg
ขาดดุล,neg
ขาดทุน,neg
หลบหน้า,neg
เดือดเนื้อร้อนใจ,neg
โง่ปัญญาอ่อน,neg
ความเหลื่อมล้ำ,neg
จากเป็นหรือจากตายสุดท้ายก็จากไป,neg
เหลือความทรงจำรอลืมเลือน,neg
ไม่มีรอยยิ้ม,neg
ตอกย้ำความเจ็บปวด,neg
ไม่เมตตาปราณี,neg
สายเกินไป,neg
พลัดพราก,neg
กักขัง,neg
สยองขวัญ,neg
ไร้สาระ,neg
โกหก,neg
ดันทุรังดื้อดึง,neg
กวนตีน,neg
ไว้อาลัย,neg
ซ้ำ,neg
ตัณหา,neg
ลืมตัว,neg
โง่เขลา,neg
สาบสูญ,neg
จรจัด,neg
งอแง,neg
ขัดผลประโยชน์,neg
ฉิบหาย,neg
สมเพช,neg
เบียดเบียน,neg
ขยะสังคมสัส,neg
ด่าลับหลัง,neg
เสียดสี,neg
มะเร็ง,neg
อคติ,neg
ไม่ทันคิด,neg
แหกตา,neg
ไม่รู้จักโลก,neg
โวยวาย,neg
เฮงซวย,neg
แม่งมั่วซั่วไปหมด,neg
เสียสติด้วยความคลั่ง,neg
อุปสรรค,neg
ขัดสน,neg
กลุ้มอึดอัด,neg
ไม่ไหว,neg
อันตรายถึงตาย,neg
งงงวย,neg
ก้าวร้าว,neg
ยาก,neg
เบลอ,neg
ปล้น,neg
โดนดุ,neg
อุบาท,neg
ครหา,neg
โสโครก,neg
หายนะ,neg
กระวนกระวาย,neg
เวียนหัว,neg
ซ้ำร้าย,neg
ฟุ่มเฟือย,neg
ด้านลบ,neg
หงุดหงิด,neg
ไม่เนียน,neg
ประจาน,neg
ดับอนาถ,neg
เศร้าสลดเสียใจ,neg
ยกเลิก,neg
ถลอก,neg
เจตนาไม่ดี,neg
อ่อนเพลีย,neg
ระงับ,neg
สิ้นเปลือง,neg
วังเวงน่าสยดสยอง,neg
เยาะเย้ย,neg
อิจฉาริษยา,neg
เบียดเสียดยัดเยียด,neg
เกะกะ,neg
อาฆาตมาดร้าย,neg
หมิ่นประมาท,neg
หมิ่น,neg
สาปแช่ง,neg
โจมตี,neg
ผิดเพี้ยน,neg
คงร้องไห้,neg
ไม่เข้า,neg
ระแวง,neg
ย่อยยับ,neg
สกปรก,neg
อัปปรี,neg
เหน็บแนม,neg
ติดคุก,neg
ขาดแคลน,neg
คุกคาม,neg
โกรธเคือง,neg
ล้าหลัง,neg
ยุ่งยาก,neg
ริดรอน,neg
นักเลง,neg
กำพร้า,neg
พาล,neg
บิดเบือน,neg
กลั่นแกล้ง,neg
ขัดแข้งขัดขา,neg
ขัดผลประโยชน์,neg
หกล้ม,neg
ย่อท้อ,neg
เหงา,neg
โรยร่วง,neg
คลุมเครือ,neg
ยาจก,neg
เสแสร้งจอมปลอม,neg
ตอแหล,neg
ช็อค,neg
ล่าช้า,neg
โมโห,neg
เหยียดหยาม,neg
หวั่นไหว,neg
สูญเสีย,neg
ตำหนิ,neg
แตกแยก,neg
ด่างพร้อย,neg
หยาบคาย,neg
พังทลาย,neg
ทรุดโทรม,neg
แตกหัก,neg
กบฏ,neg
ข่มเหง,neg
ยุ่งเหยิง,neg
โลเล,neg
ชิ,neg
ชิชะ,neg
แล้ว,neg
หือ,neg
หน็อยแน่,neg
อูย,neg
โอย,neg
โอ๊ย,neg
แฮก,neg
สัสเสีอก,neg
อีเหี้ย,neg
เจ็บแสบ,neg
ลาก่อน,neg
สู้สู้,neg
เป็นไรมากป่ะ,neg
มึงมันไม่เอาไหน,neg
อย่ามาเถียง,neg
มึงจะทำได้เหรอ,neg
ทำไมคนอื่นเขาทำได้แต่เธอทำไม่ได้,neg
เราผิดหวังในตัวเธอมากนะ,neg
เราไม่เชื่อเธอหรอก,neg
เราไม่ไหวกับเธอแล้วจริงๆ,neg
ทำไมชอบทำตัวให้มีปัญหาอยู่เรื่อยเลย,neg
เรียกร้องความสนใจเหรอ,neg
เธอทำแบบนี้ทำไม ,neg
หยุดร้องไห้เดี๋ยวนี้,neg
เธอจะต้องให้เราบอกเธออีกกี่ครั้ง,neg
เคยเตือนแล้วใช่ไหมทำไมไม่ฟังกันบ้างเลย,neg
หยุดกวนเราสักที,neg
อย่ามาตอแย,neg
เลิกยุ่งกับเราสักที ,neg
เลิกทำตัวน่ารำคาญได้แล้ว,neg
เธอโง่หรืออะไร,neg
เธอไม่เคยรู้เรื่องอะไรเลยเหรอ,neg
อย่ามั่นหน้าให้มาก,neg
กลายเป็นคนแบบนี้ตั้งแต่เมื่อไหร่ ,neg
เราไม่ได้รวยเหมือนเขานี่,neg
เธอไม่มีอะไรดีเลยใช่ไหม,neg
เธอมันไม่ได้เรื่อง,neg
เธอทำไม่ได้หรอก,neg
เรื่องแค่นี้ทำไมทำไม่ได้,neg
เหนื่อยจนไม่อยากทำอะไรแล้ว,neg
ไม่สำนึกอะไรเลยหรือไง,neg
ฉันไม่มีความสามารถในเรื่องนี้เลย,neg
ฉันทำไม่ได้แน่เลย,neg
ทำแบบนี้ไม่น่ารักเลยนะ,neg
ฉันเป็นคนอ่อนแอ,neg
ฉันต้องล้มเหลวแน่ๆ,neg
เธอมันน่าเบื่อที่สุด,neg
ถ้าเธอยังทำตัวแบบนี้ก็ไม่มีใครรักเธอหรอก,neg
เธอทำอะไรก็ผิดพลาดไปหมด,neg
